CODIGO-IES;NM_PROGRAMA_IES;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;SG_UF_PROGRAMA;NM_REGIAO;NM_MUNICIPIO_PROGRAMA_IES;NM_MODALIDADE_PROGRAMA
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFCG;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UTFPR;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UNESP-IS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA );SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UNESP-IS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA );SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFCG;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFES;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFCG;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UTFPR;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UNESP-IS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA );SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UNIFEI;UNIVERSIDADE FEDERAL DE ITAJUBÁ;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFCG;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004013069P2;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;SP;SUDESTE     ;ILHA SOLTEIRA        ;PROFISSIONAL
33004021011P0;ODONTOLOGIA;UNESP-ARAÇ;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARAÇATUBA );SP;SUDESTE     ;ARAÇATUBA            ;ACADÊMICO   
33004021073P5;CIÊNCIA ODONTOLOGICA;UNESP-ARAÇ;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARAÇATUBA );SP;SUDESTE     ;ARAÇATUBA            ;ACADÊMICO   
33004021074P1;ODONTOLOGIA PREVENTIVA E SOCIAL;UNESP-ARAÇ;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARAÇATUBA );SP;SUDESTE     ;ARAÇATUBA            ;ACADÊMICO   
33004021075P8;CIÊNCIA ANIMAL;UNESP-ARAÇ;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARAÇATUBA );SP;SUDESTE     ;ARAÇATUBA            ;ACADÊMICO   
33004030009P4;LINGUÍSTICA E LÍNGUA PORTUGUESA;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030010P2;CIÊNCIAS ODONTOLÓGICAS;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030016P0;ESTUDOS LITERÁRIOS;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030017P7;CIÊNCIAS SOCIIAIS;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030055P6;ALIMENTOS E NUTRIÇÃO;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030059P1;ODONTOLOGIA;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030072P8;QUÍMICA;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030077P0;BIOTECNOLOGIA;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030078P6;CIÊNCIAS FARMACÊUTICAS;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030079P2;EDUCAÇÃO ESCOLAR;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030080P0;ECONOMIA;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030081P7;BIOCIÊNCIAS E BIOTECNOLOGIA APLICADAS À FARMÁCIA;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030082P3;REABILITAÇÃO ORAL;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;ACADÊMICO   
33004030083P0;EDUCAÇÃO SEXUAL;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;PROFISSIONAL
33004030170P0;ENGENHARIA DE BIOMATERIAIS E BIOPROCESSOS;UNESP-ARAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );SP;SUDESTE     ;ARARAQUARA           ;PROFISSIONAL
33004048018P5;HISTÓRIA;UNESP-ASSIS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ASSIS );SP;SUDESTE     ;ASSIS                ;ACADÊMICO   
33004048019P1;LETRAS;UNESP-ASSIS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ASSIS );SP;SUDESTE     ;ASSIS                ;ACADÊMICO   
33004048021P6;PSICOLOGIA;UNESP-ASSIS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ASSIS );SP;SUDESTE     ;ASSIS                ;ACADÊMICO   
33004048023P9;BIOCIÊNCIAS;UNESP-ASSIS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ASSIS );SP;SUDESTE     ;ASSIS                ;ACADÊMICO   
33004056079P0;EDUCAÇÃO PARA A CIÊNCIA;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;ACADÊMICO   
33004056080P8;ENGENHARIA MECÂNICA;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;ACADÊMICO   
33004056081P4;COMUNICAÇÃO;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;ACADÊMICO   
33004056082P0;DESIGN;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;ACADÊMICO   
33004056083P7;CIÊNCIA E TECNOLOGIA DE MATERIAIS;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;ACADÊMICO   
33004056085P0;PSICOLOGIA DO DESENVOLVIMENTO E APRENDIZAGEM;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;ACADÊMICO   
33004056086P6;ENGENHARIA DE PRODUÇÃO;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;ACADÊMICO   
33004056087P2;ENGENHARIA ELÉTRICA;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;ACADÊMICO   
33004056088P9;MÍDIA E TECNOLOGIA;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;PROFISSIONAL
33004056089P5;ENGENHARIA CIVIL E AMBIENTAL;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;ACADÊMICO   
33004056090P3;ARQUITETURA E URBANISMO;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;ACADÊMICO   
33004056091P0;DOCÊNCIA PARA A EDUCAÇÃO BÁSICA;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;PROFISSIONAL
33004056092P6;MÍDIA E TECNOLOGIA;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );SP;SUDESTE     ;BAURU                ;ACADÊMICO   
33004064006P8;CIRURGIA E MEDICINA TRANSLACIONAL;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064012P8;CIÊNCIAS BIOLÓGICAS (ZOOLOGIA);UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064014P0;AGRONOMIA (HORTICULTURA);UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064020P0;FISIOPATOLOGIA EM CLÍNICA MÉDICA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064021P7;AGRONOMIA (ENERGIA NA AGRICULTURA);UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064022P3;MEDICINA VETERINÁRIA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064025P2;CIÊNCIAS BIOLÓGICAS (BOTÂNICA);UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064026P9;CIÊNCIAS BIOLÓGICAS (GENÉTICA);UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064034P1;AGRONOMIA (PROTEÇÃO DE PLANTAS);UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064038P7;AGRONOMIA (IRRIGAÇÃO E DRENAGEM);UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064039P3;AGRONOMIA (AGRICULTURA);UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064048P2;ZOOTECNIA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064052P0;FARMACOLOGIA E BIOTECNOLOGIA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064056P5;PATOLOGIA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064065P4;DOENÇAS TROPICAIS;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064076P6;ANESTESIOLOGIA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064077P2;GINECOLOGIA, OBSTETRÍCIA E MASTOLOGIA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064078P9;SAÚDE COLETIVA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064079P5;PESQUISA E DESENVOLVIMENTO (BIOTECNOLOGIA MÉDICA);UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;PROFISSIONAL
33004064080P3;BIOLOGIA GERAL E APLICADA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064081P0;ENFERMAGEM;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;PROFISSIONAL
33004064082P6;CIÊNCIA FLORESTAL;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064083P2;BIOMETRIA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064085P5;ENFERMAGEM;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064086P1;BIOTECNOLOGIA ANIMAL;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064087P8;BIOTECNOLOGIA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004064088P4;MEDICINA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;PROFISSIONAL
33004064089P0;PESQUISA CLÍNICA;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;PROFISSIONAL
33004064090P9;ANIMAIS SELVAGENS;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );SP;SUDESTE     ;BOTUCATU             ;ACADÊMICO   
33004072013P0;HISTÓRIA;UNESP-FR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( FRANCA );SP;SUDESTE     ;FRANCA               ;ACADÊMICO   
33004072067P2;SERVIÇO SOCIAL;UNESP-FR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( FRANCA );SP;SUDESTE     ;FRANCA               ;ACADÊMICO   
33004072068P9;DIREITO;UNESP-FR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( FRANCA );SP;SUDESTE     ;FRANCA               ;ACADÊMICO   
33004072069P5;PLANEJAMENTO E ANÁLISE DE POLÍTICAS PÚBLICAS;UNESP-FR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( FRANCA );SP;SUDESTE     ;FRANCA               ;PROFISSIONAL
33004080027P6;ENGENHARIA MECÂNICA;UNESP-GUAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( GUARATINGUETÁ );SP;SUDESTE     ;GUARATINGUETÁ        ;ACADÊMICO   
33004080051P4;FÍSICA;UNESP-GUAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( GUARATINGUETÁ );SP;SUDESTE     ;GUARATINGUETÁ        ;ACADÊMICO   
33004080052P0;ENGENHARIA DE PRODUÇÃO;UNESP-GUAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( GUARATINGUETÁ );SP;SUDESTE     ;GUARATINGUETÁ        ;PROFISSIONAL
33004080053P7;ENGENHARIA DE PRODUÇÃO;UNESP-GUAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( GUARATINGUETÁ );SP;SUDESTE     ;GUARATINGUETÁ        ;ACADÊMICO   
33004099079P1;AGRONOMIA;UNESP-IS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA );SP;SUDESTE     ;ILHA SOLTEIRA        ;ACADÊMICO   
33004099080P0;ENGENHARIA ELÉTRICA;UNESP-IS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA );SP;SUDESTE     ;ILHA SOLTEIRA        ;ACADÊMICO   
33004099082P2;ENGENHARIA MECÂNICA;UNESP-IS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA );SP;SUDESTE     ;ILHA SOLTEIRA        ;ACADÊMICO   
33004099083P9;CIÊNCIA DOS MATERIAIS;UNESP-IS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA );SP;SUDESTE     ;ILHA SOLTEIRA        ;ACADÊMICO   
33004099084P5;ENGENHARIA CIVIL;UNESP-IS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA );SP;SUDESTE     ;ILHA SOLTEIRA        ;ACADÊMICO   
33004099086P8;CIÊNCIA E TECNOLOGIA ANIMAL;UNESP-IS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA );SP;SUDESTE     ;DRACENA              ;ACADÊMICO   
33004102001P4;AGRONOMIA (PRODUÇÃO VEGETAL);UNESP-JAB;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );SP;SUDESTE     ;JABOTICABAL          ;ACADÊMICO   
33004102002P0;ZOOTECNIA;UNESP-JAB;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );SP;SUDESTE     ;JABOTICABAL          ;ACADÊMICO   
33004102029P6;AGRONOMIA (GENÉTICA E MELHORAMENTO DE PLANTAS);UNESP-JAB;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );SP;SUDESTE     ;JABOTICABAL          ;ACADÊMICO   
33004102030P4;GENÉTICA E MELHORAMENTO ANIMAL;UNESP-JAB;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );SP;SUDESTE     ;JABOTICABAL          ;ACADÊMICO   
33004102037P9;AGRONOMIA (ENTOMOLOGIA AGRÍCOLA);UNESP-JAB;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );SP;SUDESTE     ;JABOTICABAL          ;ACADÊMICO   
33004102049P7;AQÜICULTURA;UNESP-JAB;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );SP;SUDESTE     ;JABOTICABAL          ;ACADÊMICO   
33004102069P8;CIRURGIA VETERINÁRIA;UNESP-JAB;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );SP;SUDESTE     ;JABOTICABAL          ;ACADÊMICO   
33004102070P6;MICROBIOLOGIA AGROPECUÁRIA;UNESP-JAB;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );SP;SUDESTE     ;JABOTICABAL          ;ACADÊMICO   
